board,avg_2seg_orient,avg_3seg_orient,seg2_same_orient,seg2_3_same_orient,seg2_dist_to_left,seg2_dist_to_right,seg2_dist_to_upper,seg2_dist_to_bottom,seg3_dist_to_left,seg3_dist_to_right,seg3_dist_to_upper,seg3_dist_to_bottom,avg_spread_2_2,avg_spread_2_3,avg_spread_all,seg2_ships_whole_at_edge,seg3_ships_whole_at_edge,total_ships_whole_at_edge,seg2_ships_touching_edge,seg3_ships_touching_edge,total_ships_touching_edge
000333000000000000000022000000000220,2.0,1.0,True,True,3.5,0.5,4.0,1.0,3.0,0.0,0.0,5.0,2.23606797749979,4.033159537854777,3.434129017736448,1.0,1.0,2.0,1.0,0.0,1.0
002200000003020003020003000000000000,0.0,-1.0,False,False,1.5,3.0,1.0,3.5,5.0,0.0,1.0,2.0,2.9154759474226504,3.6163454964328494,3.3827223134294493,1.0,1.0,2.0,0.0,0.0,0.0
000000000000000220300000300020300020,0.0,-1.0,False,False,3.5,1.0,3.0,1.5,0.0,5.0,3.0,0.0,2.549509756796392,4.031128874149275,3.5372558350316474,0.0,1.0,1.0,1.0,0.0,1.0
000003000003200003200000000000002200,0.0,-1.0,False,False,1.0,3.5,3.5,1.0,5.0,0.0,0.0,3.0,3.5355339059327378,4.9685719102417885,4.490892575472105,2.0,1.0,3.0,0.0,0.0,0.0
022000000000000000300200300200300000,0.0,-1.0,False,False,2.0,2.5,1.5,3.0,0.0,5.0,3.0,0.0,3.8078865529319534,3.6566915689039377,3.707089896913277,1.0,1.0,2.0,0.0,0.0,0.0
022002000002000000300000300000300000,0.0,-1.0,False,False,3.0,1.5,0.0,4.5,0.0,5.0,3.0,0.0,3.5355339059327378,5.187639840262808,4.636937862152784,2.0,1.0,3.0,0.0,0.0,0.0
000000000000000000200003202203000003,0.0,-1.0,False,False,1.0,3.5,3.5,1.0,5.0,0.0,3.0,0.0,2.549509756796392,3.762468905280224,3.358149189118946,1.0,1.0,2.0,0.0,0.0,0.0
000000000003000003000003020000020022,0.0,-1.0,False,False,2.5,2.0,4.5,0.0,5.0,0.0,1.0,2.0,3.5355339059327378,3.879185915588706,3.764635245703383,1.0,1.0,2.0,1.0,0.0,1.0
000000000020022020000000000000003330,0.0,1.0,False,False,2.5,2.0,1.5,3.0,2.0,1.0,5.0,0.0,2.549509756796392,3.497078455444972,3.1812222225621114,0.0,1.0,1.0,0.0,0.0,0.0
000000000000000220000000000022333000,2.0,1.0,True,True,3.5,0.5,3.0,2.0,0.0,3.0,5.0,0.0,2.23606797749979,3.772589891296793,3.260415920031125,0.0,1.0,1.0,1.0,0.0,1.0
000000000000302200300000300000002200,2.0,-1.0,True,False,2.0,2.0,3.5,1.5,0.0,5.0,2.0,1.0,3.0,2.9470722611418383,2.9647148407612254,1.0,1.0,2.0,0.0,0.0,0.0
002000002000000000000000000022333000,0.0,1.0,False,False,3.0,1.5,2.0,2.5,0.0,3.0,5.0,0.0,4.301162633521313,4.124913586643351,4.183663268936005,0.0,1.0,1.0,2.0,0.0,2.0
000000000000000000302020302020300000,-2.0,-1.0,True,True,3.0,2.0,3.0,1.0,0.0,5.0,3.0,0.0,2.0,3.0463408434790527,2.6975605623193686,0.0,1.0,1.0,0.0,0.0,0.0
002203000003000003000000022000000000,2.0,-1.0,True,False,1.5,2.5,2.0,3.0,5.0,0.0,0.0,3.0,4.123105625617661,3.651177316106848,3.808486752610453,1.0,1.0,2.0,0.0,0.0,0.0
300202300202300000000000000000000000,-2.0,-1.0,True,True,4.0,1.0,0.0,4.0,0.0,5.0,0.0,3.0,2.0,4.033159537854777,3.3554396919031846,1.0,1.0,2.0,1.0,0.0,1.0
022000000000000020000020000000000333,0.0,1.0,False,False,2.5,2.0,1.0,3.5,3.0,0.0,5.0,0.0,3.5355339059327378,4.045084971874737,3.8752346165607374,1.0,1.0,2.0,0.0,0.0,0.0
000333000000000000020000020022000000,0.0,1.0,False,False,2.5,2.0,3.5,1.0,3.0,0.0,0.0,5.0,3.5355339059327378,4.320450551397859,4.058811669576152,0.0,1.0,1.0,1.0,0.0,1.0
022000000000000020030020030000030000,0.0,-1.0,False,False,2.5,2.0,1.0,3.5,1.0,4.0,3.0,0.0,3.5355339059327378,3.69261542019948,3.640254915443899,1.0,0.0,1.0,0.0,1.0,1.0
000000000022300000300000300002000002,0.0,-1.0,False,False,4.5,0.0,2.5,2.0,0.0,5.0,2.0,1.0,3.5355339059327378,5.072291077676663,4.560038687095354,1.0,1.0,2.0,1.0,0.0,1.0
000000033302000002000000000000000220,0.0,1.0,False,False,4.0,0.5,3.0,1.5,1.0,2.0,1.0,4.0,3.8078865529319534,3.6566915689039377,3.707089896913277,2.0,0.0,2.0,0.0,0.0,0.0
000000002200000000333000000022000000,2.0,1.0,True,True,3.0,1.0,2.5,2.5,0.0,3.0,3.0,2.0,3.605551275463989,3.0700274723201293,3.248535406701416,0.0,0.0,0.0,1.0,1.0,2.0
000000000003020003020003000200000200,-2.0,-1.0,True,True,2.0,3.0,3.0,1.0,5.0,0.0,1.0,2.0,2.8284271247461903,3.6163454964328494,3.353706039203963,0.0,1.0,1.0,1.0,0.0,1.0
200000202200000000000003000003000003,0.0,-1.0,False,False,1.0,3.5,0.5,4.0,5.0,0.0,3.0,0.0,2.549509756796392,5.004201322910089,4.18597080087219,1.0,1.0,2.0,0.0,0.0,0.0
000000022002000002333000000000000000,0.0,1.0,False,False,3.0,1.5,1.0,3.5,0.0,3.0,3.0,2.0,3.5355339059327378,3.166777342733797,3.2896961971334444,1.0,0.0,1.0,0.0,1.0,1.0
000000020000020333000000020000020000,-2.0,1.0,True,False,1.0,4.0,2.5,1.5,3.0,0.0,2.0,3.0,3.0,3.473253051551218,3.3155020343674786,0.0,0.0,0.0,1.0,1.0,2.0
000000000333000000000000220200000200,0.0,1.0,False,False,1.5,3.0,4.0,0.5,3.0,0.0,1.0,4.0,2.549509756796392,4.124913586643351,3.5997789766943646,0.0,0.0,0.0,2.0,1.0,3.0
000220000000000020000020333000000000,0.0,1.0,False,False,3.5,1.0,1.0,3.5,0.0,3.0,4.0,1.0,2.549509756796392,4.035546266138994,3.5402007630247936,1.0,0.0,1.0,0.0,1.0,1.0
000003000003000003000000200022200000,0.0,-1.0,False,False,2.0,2.5,4.0,0.5,5.0,0.0,0.0,3.0,4.527692569068709,4.57232953650798,4.557450547361556,1.0,1.0,2.0,1.0,0.0,1.0
000000000022022000000000033300000000,2.0,1.0,True,True,2.5,1.5,1.5,3.5,1.0,2.0,4.0,1.0,3.1622776601683795,2.983338825381079,3.0429851036435127,0.0,0.0,0.0,1.0,0.0,1.0
000220000000000022000000000000003330,2.0,1.0,True,True,3.5,0.5,1.0,4.0,2.0,1.0,5.0,0.0,2.23606797749979,4.189519888405065,3.53836925143664,1.0,1.0,2.0,1.0,0.0,1.0
000000000020333020000000000000220000,0.0,1.0,False,False,2.0,2.5,3.0,1.5,0.0,3.0,2.0,3.0,4.949747468305833,3.0413812651491097,3.677503332868017,1.0,0.0,1.0,0.0,1.0,1.0
030220030000030022000000000000000000,2.0,-1.0,True,False,3.5,0.5,1.0,4.0,1.0,4.0,0.0,3.0,2.23606797749979,3.1663186741037554,2.8562351085691,1.0,0.0,1.0,1.0,1.0,2.0
000200000200000000030000030000030022,0.0,-1.0,False,False,3.5,1.0,2.5,2.0,1.0,4.0,3.0,0.0,4.743416490252569,3.835591909394767,4.138200103014034,1.0,0.0,1.0,1.0,1.0,2.0
000000000000000333000000200000202200,0.0,1.0,False,False,1.0,3.5,4.5,0.0,3.0,0.0,2.0,3.0,2.549509756796392,4.035546266138994,3.5402007630247936,2.0,0.0,2.0,0.0,1.0,1.0
002200000000000000002200000000003330,2.0,1.0,True,True,2.0,2.0,1.5,3.5,2.0,1.0,5.0,0.0,3.0,3.543245311684638,3.362163541123092,1.0,1.0,2.0,0.0,0.0,0.0
022000000000000000000000203330200000,0.0,1.0,False,False,0.5,4.0,2.0,2.5,2.0,1.0,4.0,1.0,4.743416490252569,3.6566915689039377,4.018933209353482,2.0,0.0,2.0,0.0,0.0,0.0
000020000020000000030200030200030000,-2.0,-1.0,True,True,3.5,1.5,1.5,2.5,1.0,4.0,3.0,0.0,3.1622776601683795,3.335662520727637,3.2778675672078847,0.0,0.0,0.0,1.0,1.0,2.0
020000020000000302000302000300000000,-2.0,-1.0,True,True,3.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,4.47213595499958,2.6315574657626275,3.2450836288416114,1.0,0.0,1.0,1.0,0.0,1.0
000000000003000003000003200000202200,0.0,-1.0,False,False,1.0,3.5,4.5,0.0,5.0,0.0,1.0,2.0,2.549509756796392,4.747647390851401,4.014934846166398,2.0,1.0,3.0,0.0,0.0,0.0
022000000000003000003020003020000000,0.0,-1.0,False,False,2.5,2.0,1.5,3.0,2.0,3.0,2.0,1.0,4.301162633521313,2.55146703897897,3.134698903826418,1.0,0.0,1.0,0.0,0.0,0.0
000000022000000000000203000203000003,0.0,-1.0,False,False,2.0,2.5,2.0,2.5,5.0,0.0,3.0,0.0,2.9154759474226504,3.335662520727637,3.195600329625975,0.0,1.0,1.0,0.0,0.0,0.0
000000000003220003000003020000020000,0.0,-1.0,False,False,0.5,4.0,3.0,1.5,5.0,0.0,1.0,2.0,2.549509756796392,4.60849528301415,3.922166774274898,0.0,1.0,1.0,2.0,0.0,2.0
220000000000000000000300000302000302,0.0,-1.0,False,False,2.5,2.0,2.0,2.5,3.0,2.0,3.0,0.0,6.363961030678928,3.3892716894185657,4.38083480317202,2.0,0.0,2.0,0.0,1.0,1.0
000300000302000302000000000000000220,0.0,-1.0,False,False,4.0,0.5,3.0,1.5,3.0,2.0,0.0,3.0,3.8078865529319534,3.0463408434790527,3.3001894132966867,2.0,0.0,2.0,0.0,1.0,1.0
000000033300000000220220000000000000,2.0,1.0,True,True,1.5,2.5,3.0,2.0,1.0,2.0,1.0,4.0,3.0,2.5,2.6666666666666665,0.0,0.0,0.0,1.0,0.0,1.0
200000200200000200000000000333000000,-2.0,1.0,True,False,1.5,3.5,0.5,3.5,3.0,0.0,4.0,1.0,3.1622776601683795,4.003827654967289,3.723310990034319,1.0,0.0,1.0,0.0,1.0,1.0
000000002000002000000022000000033300,0.0,1.0,False,False,3.0,1.5,2.0,2.5,1.0,2.0,5.0,0.0,2.9154759474226504,3.350781059358212,3.2056793553796914,0.0,1.0,1.0,1.0,0.0,1.0
022000000000000030200030200030000000,0.0,-1.0,False,False,0.5,4.0,1.5,3.0,4.0,1.0,2.0,1.0,3.8078865529319534,3.9681268560513008,3.914713421678185,2.0,0.0,2.0,0.0,0.0,0.0
000300000300200300200000000220000000,0.0,-1.0,False,False,1.5,3.0,3.0,1.5,3.0,2.0,0.0,3.0,3.8078865529319534,3.197741615699397,3.401123261443583,1.0,0.0,1.0,0.0,1.0,1.0
000003220003000003000000000000000022,2.0,-1.0,True,False,2.0,2.0,3.0,2.0,5.0,0.0,0.0,3.0,5.656854249492381,4.265564437074637,4.729327707880551,1.0,1.0,2.0,1.0,0.0,1.0
000000200220200000000300000300000300,0.0,-1.0,False,False,1.5,3.0,1.0,3.5,3.0,2.0,3.0,0.0,3.5355339059327378,3.473253051551218,3.494013336345058,1.0,0.0,1.0,0.0,1.0,1.0
300000300000300000002200000000000022,2.0,-1.0,True,False,3.0,1.0,4.0,1.0,0.0,5.0,0.0,3.0,2.8284271247461903,4.611179704056286,4.016928844286254,1.0,1.0,2.0,0.0,0.0,0.0
302000302000300000000022000000000000,0.0,-1.0,False,False,3.0,1.5,1.5,3.0,0.0,5.0,0.0,3.0,3.5355339059327378,3.4929908568534414,3.5071718732132067,0.0,1.0,1.0,2.0,0.0,2.0
020333020000000000200000200000000000,-2.0,1.0,True,False,0.5,4.5,1.5,2.5,3.0,0.0,0.0,5.0,3.1622776601683795,4.178227085758217,3.8395772772282712,1.0,1.0,2.0,1.0,0.0,1.0
000000020333020000000220000000000000,0.0,1.0,False,False,2.0,2.5,2.0,2.5,3.0,0.0,1.0,4.0,2.9154759474226504,2.55146703897897,2.67280334179353,0.0,0.0,0.0,0.0,1.0,1.0
000000002000002020000020000000333000,-2.0,1.0,True,False,3.0,2.0,1.5,2.5,0.0,3.0,5.0,0.0,2.23606797749979,3.772589891296793,3.260415920031125,0.0,1.0,1.0,0.0,0.0,0.0
002000002030000030220030000000000000,0.0,-1.0,False,False,1.0,3.5,1.5,3.0,4.0,1.0,1.0,2.0,2.9154759474226504,3.0700274723201293,3.0185102973543025,0.0,0.0,0.0,2.0,0.0,2.0
003000003020003020000000000000000022,0.0,-1.0,False,False,4.0,0.5,3.0,1.5,2.0,3.0,0.0,3.0,3.5355339059327378,3.3892716894185657,3.4380257615899565,1.0,0.0,1.0,0.0,1.0,1.0
003330000000002200000000000000220000,2.0,1.0,True,True,1.0,3.0,3.5,1.5,2.0,1.0,0.0,5.0,3.605551275463989,3.8258613782791526,3.752424677340765,1.0,1.0,2.0,0.0,0.0,0.0
333000000000202200200000000000000000,0.0,1.0,False,False,1.0,3.5,2.0,2.5,0.0,3.0,0.0,5.0,2.549509756796392,2.596291201783626,2.580697386787881,1.0,1.0,2.0,0.0,0.0,0.0
300200300200300000000000000000000220,0.0,-1.0,False,False,3.0,1.5,2.5,2.0,0.0,5.0,0.0,3.0,4.527692569068709,4.178227085758217,4.294715580195048,1.0,1.0,2.0,1.0,0.0,1.0
020000020220000000003330000000000000,0.0,1.0,False,False,2.0,2.5,0.5,4.0,2.0,1.0,3.0,2.0,2.549509756796392,2.6315574657626275,2.604208229440549,0.0,0.0,0.0,1.0,0.0,1.0
000000000000002000002022000000033300,0.0,1.0,False,False,3.0,1.5,2.5,2.0,1.0,2.0,5.0,0.0,2.549509756796392,2.850781059358212,2.750357291837606,0.0,1.0,1.0,1.0,0.0,1.0
020002020302000300000300000000000000,-2.0,-1.0,True,True,3.0,2.0,0.0,4.0,3.0,2.0,1.0,2.0,4.0,2.5,3.0,1.0,0.0,1.0,1.0,0.0,1.0
000333000000022002000002000000000000,0.0,1.0,False,False,3.0,1.5,2.0,2.5,3.0,0.0,0.0,5.0,3.5355339059327378,2.9470722611418383,3.1432261427388046,1.0,1.0,2.0,0.0,0.0,0.0
333000000000000002000002002200000000,0.0,1.0,False,False,3.5,1.0,3.0,1.5,0.0,3.0,0.0,5.0,2.9154759474226504,4.494496219343533,3.968156128703239,1.0,1.0,2.0,0.0,0.0,0.0
220000000000033300000000000000220000,2.0,1.0,True,True,0.0,4.0,2.5,2.5,1.0,2.0,2.0,3.0,5.0,2.9270509831248424,3.618033988749895,2.0,0.0,2.0,0.0,0.0,0.0
000020000020030000030002030002000000,-2.0,-1.0,True,True,4.5,0.5,1.5,2.5,1.0,4.0,2.0,1.0,3.1622776601683795,3.9681268560513008,3.699510457423661,1.0,0.0,1.0,1.0,0.0,1.0
000000002203000003002203000000000000,2.0,-1.0,True,False,2.0,2.0,2.0,3.0,5.0,0.0,1.0,2.0,2.0,2.692582403567252,2.461721602378168,0.0,1.0,1.0,0.0,0.0,0.0
000000002200000000000000220333000000,2.0,1.0,True,True,1.0,3.0,2.5,2.5,3.0,0.0,4.0,1.0,3.605551275463989,3.4270509831248424,3.4865510805712248,0.0,0.0,0.0,1.0,1.0,2.0
000020020020020000000333000000000000,-2.0,1.0,True,False,2.5,2.5,0.5,3.5,3.0,0.0,3.0,2.0,3.1622776601683795,2.9270509831248424,3.005459875472688,0.0,0.0,0.0,1.0,1.0,2.0
002200000000000000000220000000003330,2.0,1.0,True,True,2.5,1.5,1.5,3.5,2.0,1.0,5.0,0.0,3.1622776601683795,3.543245311684638,3.416256094512552,1.0,1.0,2.0,0.0,0.0,0.0
000003000003002203000000000022000000,2.0,-1.0,True,False,3.0,1.0,3.0,2.0,5.0,0.0,0.0,3.0,2.8284271247461903,2.8669818343581808,2.8541302644875173,0.0,1.0,1.0,1.0,0.0,1.0
002000002000000000300000300002300002,-2.0,-1.0,True,True,3.5,1.5,2.0,2.0,0.0,5.0,3.0,0.0,5.0,4.52803334235486,4.6853555615699065,1.0,1.0,2.0,1.0,0.0,1.0
000000000220200000200000003330000000,0.0,1.0,False,False,1.5,3.0,1.5,3.0,2.0,1.0,4.0,1.0,3.8078865529319534,3.197741615699397,3.401123261443583,1.0,0.0,1.0,0.0,0.0,0.0
000000200030200030000030000000000220,0.0,-1.0,False,False,1.5,3.0,3.0,1.5,4.0,1.0,1.0,2.0,4.949747468305833,3.536255069649192,4.007419202534739,2.0,0.0,2.0,0.0,0.0,0.0
002200000000000000003330000000022000,2.0,1.0,True,True,1.5,2.5,2.5,2.5,2.0,1.0,3.0,2.0,5.0990195135927845,2.7706906325745546,3.5468002595806314,2.0,0.0,2.0,0.0,0.0,0.0
000000030022030000030000000200000200,0.0,-1.0,False,False,3.5,1.0,2.5,2.0,1.0,4.0,1.0,2.0,3.8078865529319534,3.420808531678341,3.549834538762879,0.0,0.0,0.0,2.0,0.0,2.0
200220200000000000003000003000003000,0.0,-1.0,False,False,1.5,3.0,0.0,4.5,2.0,3.0,3.0,0.0,3.5355339059327378,4.15156537340402,3.946221550913593,2.0,0.0,2.0,0.0,1.0,1.0
000000000003000003000003202200200000,0.0,-1.0,False,False,1.0,3.5,4.0,0.5,5.0,0.0,1.0,2.0,2.549509756796392,4.395866031232949,3.780413939754097,1.0,1.0,2.0,0.0,0.0,0.0
000030220030000030000000000002000002,0.0,-1.0,False,False,2.5,2.0,2.5,2.0,4.0,1.0,0.0,3.0,5.70087712549569,3.5700274723201293,4.280310690045316,1.0,0.0,1.0,1.0,1.0,2.0
022000000000000220300000300000300000,2.0,-1.0,True,False,2.0,2.0,1.0,4.0,0.0,5.0,3.0,0.0,2.8284271247461903,4.15156537340402,3.710519290518077,1.0,1.0,2.0,0.0,0.0,0.0
022000000000333000000000000020000020,0.0,1.0,False,False,2.5,2.0,2.0,2.5,0.0,3.0,2.0,3.0,5.1478150704935,2.983338825381079,3.7048309070852192,1.0,0.0,1.0,1.0,1.0,2.0
000220000000000003000203000203000000,0.0,-1.0,False,False,3.0,1.5,1.5,3.0,5.0,0.0,2.0,1.0,3.5355339059327378,2.7078273895292577,2.983729561663751,1.0,1.0,2.0,0.0,0.0,0.0
002020002020000000000333000000000000,-2.0,1.0,True,False,3.0,2.0,0.0,4.0,3.0,0.0,3.0,2.0,2.0,2.850781059358212,2.5671873729054746,0.0,0.0,0.0,2.0,1.0,3.0
000000000000300000302200300000000220,2.0,-1.0,True,False,2.5,1.5,4.0,1.0,0.0,5.0,2.0,1.0,2.23606797749979,3.2655644370746373,2.922398950549688,1.0,1.0,2.0,0.0,0.0,0.0
220000000300000300000300200000200000,0.0,-1.0,False,False,0.0,4.5,2.0,2.5,3.0,2.0,1.0,2.0,4.527692569068709,3.553343478334876,3.878126508579488,2.0,0.0,2.0,0.0,0.0,0.0
000000000000030000030200030202000002,-2.0,-1.0,True,True,4.0,1.0,3.5,0.5,1.0,4.0,2.0,1.0,2.23606797749979,3.166777342733797,2.856540887655795,1.0,0.0,1.0,0.0,0.0,0.0
002200000000000000033300000000000022,2.0,1.0,True,True,3.0,1.0,2.5,2.5,1.0,2.0,3.0,2.0,5.385164807134504,3.1214716919327667,3.87603606366668,2.0,0.0,2.0,0.0,0.0,0.0
002203000003000003002000002000000000,0.0,-1.0,False,False,2.0,2.5,1.5,3.0,5.0,0.0,0.0,3.0,3.5355339059327378,3.2988536207602897,3.3777470491511057,1.0,1.0,2.0,0.0,0.0,0.0
000002000302220300000300000000000000,0.0,-1.0,False,False,2.5,2.0,1.0,3.5,3.0,2.0,1.0,2.0,4.743416490252569,2.5,3.2478054967508565,1.0,0.0,1.0,1.0,0.0,1.0
000333000000002000002000000000000220,0.0,1.0,False,False,2.5,2.0,3.5,1.0,3.0,0.0,0.0,5.0,2.9154759474226504,4.113249964638435,3.71399195889984,1.0,1.0,2.0,0.0,0.0,0.0
000333000000000000000000022022000000,2.0,1.0,True,True,2.5,1.5,4.0,1.0,3.0,0.0,0.0,5.0,3.0,4.374059720088788,3.916039813392525,0.0,1.0,1.0,1.0,0.0,1.0
333000000000000000000220020000020000,0.0,1.0,False,False,2.0,2.5,3.5,1.0,0.0,3.0,0.0,5.0,2.9154759474226504,4.202562418976664,3.7735335951253255,0.0,1.0,1.0,1.0,0.0,1.0
020000020333000000000000000200000200,-2.0,1.0,True,False,2.0,3.0,2.0,2.0,3.0,0.0,1.0,4.0,4.47213595499958,3.3407181048946843,3.717857388262983,0.0,0.0,0.0,2.0,1.0,3.0
000000000000220000000002333002000000,0.0,1.0,False,False,2.5,2.0,2.5,2.0,0.0,3.0,4.0,1.0,4.743416490252569,3.0463408434790527,3.612032725736892,1.0,0.0,1.0,1.0,1.0,2.0
000000000333220000000000020000020000,0.0,1.0,False,False,0.5,4.0,3.0,1.5,3.0,0.0,1.0,4.0,2.549509756796392,4.124913586643351,3.5997789766943646,0.0,0.0,0.0,2.0,1.0,3.0
000003000003200203200200000000000000,-2.0,-1.0,True,True,1.5,3.5,2.0,2.0,5.0,0.0,0.0,3.0,3.0,3.8600766272276377,3.573384418151759,1.0,1.0,2.0,0.0,0.0,0.0
000000202000202000000003000003000003,-2.0,-1.0,True,True,1.0,4.0,1.0,3.0,5.0,0.0,3.0,0.0,2.0,4.747647390851401,3.8317649272342673,1.0,1.0,2.0,0.0,0.0,0.0
020030020030000030000000000000000220,0.0,-1.0,False,False,2.0,2.5,2.5,2.0,4.0,1.0,0.0,3.0,5.1478150704935,3.536255069649192,4.073441736597295,1.0,0.0,1.0,1.0,1.0,2.0
000000000022333000000000022000000000,2.0,1.0,True,True,2.5,1.5,2.5,2.5,0.0,3.0,2.0,3.0,4.242640687119285,2.8508038787245447,3.314749481522791,0.0,0.0,0.0,1.0,1.0,2.0
000000000022220000000000000333000000,2.0,1.0,True,True,2.0,2.0,1.5,3.5,3.0,0.0,4.0,1.0,4.123105625617661,3.536255069649192,3.7318719216386818,0.0,0.0,0.0,2.0,1.0,3.0
000002000002300000300000300000002200,0.0,-1.0,False,False,3.5,1.0,2.5,2.0,0.0,5.0,2.0,1.0,5.1478150704935,4.395866031232949,4.646515710986466,2.0,1.0,3.0,0.0,0.0,0.0
000000333000000000002202000002000000,0.0,1.0,False,False,3.5,1.0,3.0,1.5,0.0,3.0,1.0,4.0,2.549509756796392,3.608495283014151,3.255500107608232,1.0,0.0,1.0,0.0,1.0,1.0
000000000022220000000030000030000030,2.0,-1.0,True,False,2.0,2.0,1.5,3.5,4.0,1.0,3.0,0.0,4.123105625617661,3.536255069649192,3.7318719216386818,0.0,0.0,0.0,2.0,1.0,3.0
220000000000000200000200000000033300,0.0,1.0,False,False,1.5,3.0,1.0,3.5,1.0,2.0,5.0,0.0,3.5355339059327378,3.956367829011264,3.816089854651755,1.0,1.0,2.0,0.0,0.0,0.0
000000000000300000302200300000000022,2.0,-1.0,True,False,3.0,1.0,4.0,1.0,0.0,5.0,2.0,1.0,2.8284271247461903,3.712214450449026,3.417618675214748,1.0,1.0,2.0,0.0,0.0,0.0
000000000000002200300002300002300000,0.0,-1.0,False,False,3.5,1.0,2.5,2.0,0.0,5.0,3.0,0.0,2.9154759474226504,4.113249964638435,3.71399195889984,1.0,1.0,2.0,0.0,0.0,0.0
333000000000202000202000000000000000,-2.0,1.0,True,False,1.0,4.0,2.0,2.0,0.0,3.0,0.0,5.0,2.0,2.692582403567252,2.461721602378168,1.0,1.0,2.0,0.0,0.0,0.0
022000000000002200300000300000300000,2.0,-1.0,True,False,1.5,2.5,1.0,4.0,0.0,5.0,3.0,0.0,2.23606797749979,3.7367819956875934,3.236543989624993,1.0,1.0,2.0,0.0,0.0,0.0
000000333000000000000020000020022000,0.0,1.0,False,False,2.5,2.0,4.0,0.5,0.0,3.0,1.0,4.0,2.9154759474226504,3.9681268560513008,3.6172432198417503,1.0,0.0,1.0,0.0,1.0,1.0
000002000202000200000000000000033300,-2.0,1.0,True,False,4.0,1.0,0.5,3.5,1.0,2.0,5.0,0.0,2.23606797749979,4.524190928918122,3.7614832784453447,1.0,1.0,2.0,0.0,0.0,0.0
200000200000000200000200000000033300,-2.0,1.0,True,False,1.5,3.5,1.0,3.0,1.0,2.0,5.0,0.0,3.605551275463989,3.808505652232652,3.7408541933097648,1.0,1.0,2.0,0.0,0.0,0.0
220000000000000020003020003000003000,0.0,-1.0,False,False,2.0,2.5,1.0,3.5,2.0,3.0,3.0,0.0,4.301162633521313,3.3860009363293826,3.691054835393359,1.0,0.0,1.0,0.0,1.0,1.0
002000002022300000300000300000000000,0.0,-1.0,False,False,3.0,1.5,0.5,4.0,0.0,5.0,2.0,1.0,2.549509756796392,4.062995509807238,3.5585002588036225,0.0,1.0,1.0,2.0,0.0,2.0
000200000200000000200000200000000333,-2.0,1.0,True,False,1.5,3.5,1.5,2.5,3.0,0.0,5.0,0.0,4.242640687119285,4.440887050652604,4.374804929474831,1.0,1.0,2.0,1.0,0.0,1.0
300000300000300000000220000000002200,2.0,-1.0,True,False,2.5,1.5,4.0,1.0,0.0,5.0,0.0,3.0,2.23606797749979,4.374059720088788,3.661395805892455,1.0,1.0,2.0,0.0,0.0,0.0
000000002200000003000203000203000000,0.0,-1.0,False,False,2.5,2.0,2.0,2.5,5.0,0.0,2.0,1.0,2.549509756796392,2.6315574657626275,2.604208229440549,0.0,1.0,1.0,0.0,0.0,0.0
003330000000022000000000000220000000,2.0,1.0,True,True,2.0,2.0,3.0,2.0,2.0,1.0,0.0,5.0,2.8284271247461903,3.2655644370746373,3.119851999631821,0.0,1.0,1.0,0.0,0.0,0.0
000220000000000000002200000000333000,2.0,1.0,True,True,2.5,1.5,1.5,3.5,0.0,3.0,5.0,0.0,3.1622776601683795,4.045084971874737,3.750815867972618,1.0,1.0,2.0,0.0,0.0,0.0
000200000200000000003002003002003000,-2.0,-1.0,True,True,4.0,1.0,1.5,2.5,2.0,3.0,3.0,0.0,3.605551275463989,3.3407181048946843,3.428995828417786,1.0,0.0,1.0,1.0,1.0,2.0
002200200000200300000300000300000000,0.0,-1.0,False,False,1.0,3.5,0.5,4.0,3.0,2.0,2.0,1.0,2.9154759474226504,3.197741615699397,3.1036530596071485,2.0,0.0,2.0,0.0,0.0,0.0
033300000000000000002202000002000000,0.0,1.0,False,False,3.5,1.0,3.0,1.5,1.0,2.0,0.0,5.0,2.549509756796392,3.825576746897776,3.400221083530648,1.0,1.0,2.0,0.0,0.0,0.0
000000200333200000000002000002000000,-2.0,1.0,True,False,2.5,2.5,2.0,2.0,3.0,0.0,1.0,4.0,5.385164807134504,3.3618556388582634,4.036292028283676,2.0,0.0,2.0,0.0,1.0,1.0
000000220000000020030020030000030000,0.0,-1.0,False,False,2.0,2.5,1.5,3.0,1.0,4.0,3.0,0.0,3.8078865529319534,3.197741615699397,3.401123261443583,0.0,0.0,0.0,1.0,1.0,2.0
003330000000000000000000202000202000,-2.0,1.0,True,False,1.0,4.0,4.0,0.0,2.0,1.0,0.0,5.0,2.0,5.0090495709212135,4.006033047280809,1.0,1.0,2.0,1.0,0.0,1.0
000022000000000000200000200333000000,0.0,1.0,False,False,2.0,2.5,1.5,3.0,3.0,0.0,4.0,1.0,5.70087712549569,4.031128874149275,4.58771162459808,2.0,0.0,2.0,0.0,1.0,1.0
000300000300000300000000020220020000,0.0,-1.0,False,False,2.0,2.5,4.0,0.5,3.0,2.0,0.0,3.0,2.549509756796392,3.536255069649192,3.207339965364925,0.0,0.0,0.0,1.0,1.0,2.0
003000003000003000000000002002002002,-2.0,-1.0,True,True,3.5,1.5,4.0,0.0,2.0,3.0,0.0,3.0,3.0,4.054886114323222,3.703257409548815,1.0,0.0,1.0,1.0,1.0,2.0
