board_state_100chars_code,conf_level,margin_est,margin_highest,rel_error,time_mc
0000000000000000000077700000007470000000747700000074700777777470773337777707777772277777777777555557,3.29,1.0,0.06,0.0,9.63
0000000000000000000077700000007470000000747700000074700777777470773337777707777772277777777777555557,3.29,1.0,0.06,0.0,9.53
0000000000000000000077700000007470000000747700000074700777777470773337777707777772277777777777555557,3.29,1.0,0.06,0.0,9.65
0000000000000000000077700000007470700000747700000074700777777470773337777707777772277777777777555557,3.29,1.0,0.06,0.0,8.9
0000000000000000000077700000007470700000747700000074700777777470773337777707777772277777777777555557,3.29,1.0,0.06,0.0,8.88
0000000000000000000077700000007470700000747700000074700777777470773337777707777772277777777777555557,3.29,1.0,0.06,0.0,8.89
0000000000000000000077700000007470700000747700000074700777777470773337777707777772277777777777555557,3.29,1.0,0.06,0.0,8.78
0000000000000000000077700000007470700000747700000074700777777470773337777707777772277777777777555557,3.29,1.0,0.06,0.0,8.57
0000000000000000000077700000007470700000747700000074700777777470773337777707777772277777777777555557,3.29,1.0,0.06,0.0,8.86
0000000000000000000077700000007470700000747700000074700777777470773337777707777772277777777777555557,3.29,1.0,0.06,0.0,8.72
0000000000000000000077700000007470700000747700000074700777777470773337777707777772277777777777555557,3.29,1.0,0.06,0.0,8.86
0000000000000000000077700000007470700000747700000074700777777470773337777707777772277777777777555557,3.29,1.0,0.06,0.0,8.64
0000000000000000000077700000007470700000747700000074700777777470773337777707777772277777777777555557,3.29,1.0,0.06,0.0,8.53
0000000000000000000100000000710000077700777777470755555747007777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,33.14
0000000000000000000100000000710000077700777777470755555747007777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,35.13
0000000000000000000100000000710000077700777777470755555747007777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,32.0
0000000000000000000100000000710000077700777777470755555747007777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,33.58
0000000000000000000100000000710000077700777777470755555747007777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,34.15
0000000000000000000100000000710000077700777777470755555747007777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,32.98
0000000000000000000100000000710000077700777777470755555747007777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,32.6
0000000000000000000100000000710000077700777777470755555747007777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,33.49
0000000000000000000100000000710000077700777777470755555747007777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,33.89
0000000000000000000100000000710000077700777777470755555747007777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,32.95
0000000073000000007300000000730000077777777777470755555747007777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,12.98
0000000073000000007300000000730000077777777777470755555747007777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,13.07
0000000073000000007300000000730000077777777777470755555747007777774700000007470000000777000000070070,3.29,1.0,0.06,0.00307,12.88
0000000073000000007300000000730000077777777777470755555747007777774700000007470000000777000000070070,3.29,1.0,0.06,0.00307,13.05
0000000073000000007300000000730000077777777777470755555747007777774700000007470000000777000000070070,3.29,1.0,0.06,0.00307,13.04
0000000073000000007300000000730000077777777777470755555747007777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,12.99
0000000073000000007300000000730000077777777777470755555747007777774700000007470000000777000000070070,3.29,1.0,0.06,0.00307,13.05
0000000073000000007300000000730000077777777777470755555747007777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,13.2
0000000073000000007300000000730000077777777777470755555747007777774700000007470000000777000000070070,3.29,1.0,0.06,0.01436,13.12
0000000073000000007300000000730000077777777777470755555747007777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,13.02
0000000073000000007300000000730000077777777777470755555747707777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,11.24
0000000073000000007300000000730000077777777777470755555747707777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,10.92
0000000073000000007300000000730000077777777777470755555747707777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,11.07
0000000073000000007300000000730000077777777777470755555747707777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,10.84
0000000073000000007300000000730000077777777777470755555747707777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,11.02
0000000073000000007300000000730000077777777777470755555747707777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,11.23
0000000073000000007300000000730000077777777777470755555747707777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,11.05
0000000073000000007300000000730000077777777777470755555747707777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,11.19
0000000073000000007300000000730000077777777777470755555747707777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,11.11
0000000073000000007300000000730000077777777777470755555747707777774700000007470000000777000000070070,3.29,1.0,0.06,0.0,11.18
0000000073000000007300000000730000077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,14.76
0000000073000000007300000000730000077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,14.62
0000000073000000007300000000730000077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.00063,14.84
0000000073000000007300000000730000077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.00063,14.66
0000000073000000007300000000730000077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,14.52
0000000073000000007300000000730000077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0138,15.0
0000000073000000007300000000730000077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.00168,14.72
0000000073000000007300000000730000077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.00545,14.62
0000000073000000007300000000730000077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,14.57
0000000073000000007300000000730000077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.00168,14.58
0000000073000000007300007000730000077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,12.66
0000000073000000007300007000730000077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,12.77
0000000073000000007300007000730000077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.00341,12.59
0000000073000000007300007000730000077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,12.85
0000000073000000007300007000730000077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,12.47
0000000073000000007300007000730000077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,12.72
0000000073000000007300007000730000077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,12.63
0000000073000000007300007000730000077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,12.55
0000000073000000007300007000730000077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.00341,12.64
0000000073000000007300007000730000077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,12.57
0000000073000000007300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.00945,13.07
0000000073000000007300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,12.9
0000000073000000007300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,12.7
0000000073000000007300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.00945,13.05
0000000073000000007300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,12.87
0000000073000000007300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.00945,13.08
0000000073000000007300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,12.98
0000000073000000007300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.00945,12.59
0000000073000000007300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,12.9
0000000073000000007300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,12.67
0000000073000000107300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,13.86
0000000073000000107300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,14.12
0000000073000000107300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,14.28
0000000073000000107300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,13.87
0000000073000000107300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,13.8
0000000073000000107300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,14.26
0000000073000000107300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,13.67
0000000073000000107300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,14.05
0000000073000000107300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,13.89
0000000073000000107300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,14.26
0000000073000007107300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,9.55
0000000073000007107300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,9.82
0000000073000007107300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,9.89
0000000073000007107300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,9.64
0000000073000007107300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,9.72
0000000073000007107300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,9.73
0000000073000007107300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,10.08
0000000073000007107300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,9.76
0000000073000007107300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,9.84
0000000073000007107300007000730007077777777777470755555747707777774700000007470700000777000000070070,3.29,1.0,0.06,0.0,9.79
0000000075000000007500000000750000000075700000007507777777770733377227077777777700000733370007077777,3.29,1.0,0.06,0.0,9.14
0000000075000000007500000000750000000075700000007507777777770733377227077777777700000733370007077777,3.29,1.0,0.06,0.0,9.12
0000000075000000007500000000750000000075700000007507777777770733377227077777777700000733370007077777,3.29,1.0,0.06,0.0,8.94
0000000075000000007500000000750000000075700000007507777777770733377227077777777700000733370007077777,3.29,1.0,0.06,0.0,9.03
0000000075000000007500000000750000000075700000007507777777770733377227077777777700000733370007077777,3.29,1.0,0.06,0.0,9.07
0000000075000000007500000000750000000075700000007507777777770733377227077777777700000733370007077777,3.29,1.0,0.06,0.0,9.12
0000000075000000007500000000750000000075700000007507777777770733377227077777777700000733370007077777,3.29,1.0,0.06,0.0,9.05
0000000075000000007500000000750000000075700000007507777777770733377227077777777700000733370007077777,3.29,1.0,0.06,0.0,8.88
0000000075000000007500000000750000000075700000007507777777770733377227077777777700000733370007077777,3.29,1.0,0.06,0.0,9.69
0000000075000000007500000000750000000075700000007507777777770733377227077777777700000733370007077777,3.29,1.0,0.06,0.0,9.22
0000000075000000007500000000750000000075700000007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,10.41
0000000075000000007500000000750000000075700000007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,10.32
0000000075000000007500000000750000000075700000007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,10.29
0000000075000000007500000000750000000075700000007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,9.85
0000000075000000007500000000750000000075700000007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,10.52
0000000075000000007500000000750000000075700000007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,9.88
0000000075000000007500000000750000000075700000007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,9.97
0000000075000000007500000000750000000075700000007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,9.94
0000000075000000007500000000750000000075700000007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,9.99
0000000075000000007500000000750000000075700000007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,9.99
0000000075000000007500000000750000000075700070007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,8.38
0000000075000000007500000000750000000075700070007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,8.48
0000000075000000007500000000750000000075700070007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,8.5
0000000075000000007500000000750000000075700070007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,8.45
0000000075000000007500000000750000000075700070007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,8.31
0000000075000000007500000000750000000075700070007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,8.5
0000000075000000007500000000750000000075700070007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,8.37
0000000075000000007500000000750000000075700070007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,8.4
0000000075000000007500000000750000000075700070007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,8.28
0000000075000000007500000000750000000075700070007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,8.51
0000000075000000007500000000750007000075700070007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,7.7
0000000075000000007500000000750007000075700070007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,7.72
0000000075000000007500000000750007000075700070007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,7.65
0000000075000000007500000000750007000075700070007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,7.63
0000000075000000007500000000750007000075700070007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,7.58
0000000075000000007500000000750007000075700070007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,7.67
0000000075000000007500000000750007000075700070007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,7.62
0000000075000000007500000000750007000075700070007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,7.41
0000000075000000007500000000750007000075700070007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,7.55
0000000075000000007500000000750007000075700070007507777777770733377227077777777770000733370007077777,3.29,1.0,0.06,0.0,7.5
0000000077000000007400000000740000000074700000007400000070777000070700077770707007227777770777755555,3.29,1.0,0.06,0.0,18.03
0000000077000000007400000000740000000074700000007400000070777000070700077770707007227777770777755555,3.29,1.0,0.06,0.0,18.35
0000000077000000007400000000740000000074700000007400000070777000070700077770707007227777770777755555,3.29,1.0,0.06,0.0,17.99
0000000077000000007400000000740000000074700000007400000070777000070700077770707007227777770777755555,3.29,1.0,0.06,0.0,17.98
0000000077000000007400000000740000000074700000007400000070777000070700077770707007227777770777755555,3.29,1.0,0.06,0.0,18.17
0000000077000000007400000000740000000074700000007400000070777000070700077770707007227777770777755555,3.29,1.0,0.06,0.0,18.35
0000000077000000007400000000740000000074700000007400000070777000070700077770707007227777770777755555,3.29,1.0,0.06,0.0,17.9
0000000077000000007400000000740000000074700000007400000070777000070700077770707007227777770777755555,3.29,1.0,0.06,0.0,18.11
0000000077000000007400000000740000000074700000007400000070777000070700077770707007227777770777755555,3.29,1.0,0.06,0.0,18.26
0000000077000000007400000000740000000074700000007400000070777000070700077770707007227777770777755555,3.29,1.0,0.06,0.0,18.2
0000000077000000007400000000740000000074700000007407000070777000070700077770707007227777770777755555,3.29,1.0,0.06,0.0,17.39
0000000077000000007400000000740000000074700000007407000070777000070700077770707007227777770777755555,3.29,1.0,0.06,0.0,17.67
0000000077000000007400000000740000000074700000007407000070777000070700077770707007227777770777755555,3.29,1.0,0.06,0.0,17.23
0000000077000000007400000000740000000074700000007407000070777000070700077770707007227777770777755555,3.29,1.0,0.06,0.0,17.75
0000000077000000007400000000740000000074700000007407000070777000070700077770707007227777770777755555,3.29,1.0,0.06,0.0,17.5
0000000077000000007400000000740000000074700000007407000070777000070700077770707007227777770777755555,3.29,1.0,0.06,0.0,17.88
0000000077000000007400000000740000000074700000007407000070777000070700077770707007227777770777755555,3.29,1.0,0.06,0.0,17.68
0000000077000000007400000000740000000074700000007407000070777000070700077770707007227777770777755555,3.29,1.0,0.06,0.0,17.45
0000000077000000007400000000740000000074700000007407000070777000070700077770707007227777770777755555,3.29,1.0,0.06,0.0,17.23
0000000077000000007400000000740000000074700000007407000070777000070700077770707007227777770777755555,3.29,1.0,0.06,0.0,17.54
0000000077000000007400000000740000000074700000007407000070777070070700077770707007227777770777755555,3.29,1.0,0.06,0.00878,19.0
0000000077000000007400000000740000000074700000007407000070777070070700077770707007227777770777755555,3.29,1.0,0.06,0.0114,18.57
0000000077000000007400000000740000000074700000007407000070777070070700077770707007227777770777755555,3.29,1.0,0.06,0.00878,18.39
0000000077000000007400000000740000000074700000007407000070777070070700077770707007227777770777755555,3.29,1.0,0.06,0.0114,18.54
0000000077000000007400000000740000000074700000007407000070777070070700077770707007227777770777755555,3.29,1.0,0.06,0.0,18.72
0000000077000000007400000000740000000074700000007407000070777070070700077770707007227777770777755555,3.29,1.0,0.06,0.0,18.58
0000000077000000007400000000740000000074700000007407000070777070070700077770707007227777770777755555,3.29,1.0,0.06,0.0,18.47
0000000077000000007400000000740000000074700000007407000070777070070700077770707007227777770777755555,3.29,1.0,0.06,0.00878,18.45
0000000077000000007400000000740000000074700000007407000070777070070700077770707007227777770777755555,3.29,1.0,0.06,0.0,18.48
0000000077000000007400000000740000000074700000007407000070777070070700077770707007227777770777755555,3.29,1.0,0.06,0.0,18.63
0000000077000000007400000000740000000074700000007407000070777070070700077770707077227777770777755555,3.29,1.0,0.06,0.0068,19.8
0000000077000000007400000000740000000074700000007407000070777070070700077770707077227777770777755555,3.29,1.0,0.06,0.0,19.32
0000000077000000007400000000740000000074700000007407000070777070070700077770707077227777770777755555,3.29,1.0,0.06,0.0,19.62
0000000077000000007400000000740000000074700000007407000070777070070700077770707077227777770777755555,3.29,1.0,0.06,0.0068,20.11
0000000077000000007400000000740000000074700000007407000070777070070700077770707077227777770777755555,3.29,1.0,0.06,0.0068,19.86
0000000077000000007400000000740000000074700000007407000070777070070700077770707077227777770777755555,3.29,1.0,0.06,0.0068,19.57
0000000077000000007400000000740000000074700000007407000070777070070700077770707077227777770777755555,3.29,1.0,0.06,0.0,19.54
0000000077000000007400000000740000000074700000007407000070777070070700077770707077227777770777755555,3.29,1.0,0.06,0.0,19.74
0000000077000000007400000000740000000074700000007407000070777070070700077770707077227777770777755555,3.29,1.0,0.06,0.0068,19.66
0000000077000000007400000000740000000074700000007407000070777070070700077770707077227777770777755555,3.29,1.0,0.06,0.0068,19.59
0000000077000000007400000000740000000074700000077407000070777070070700077770707077227777770777755555,3.29,1.0,0.06,0.0,22.01
0000000077000000007400000000740000000074700000077407000070777070070700077770707077227777770777755555,3.29,1.0,0.06,0.0,21.38
0000000077000000007400000000740000000074700000077407000070777070070700077770707077227777770777755555,3.29,1.0,0.06,0.0,21.36
0000000077000000007400000000740000000074700000077407000070777070070700077770707077227777770777755555,3.29,1.0,0.06,0.0,22.29
0000000077000000007400000000740000000074700000077407000070777070070700077770707077227777770777755555,3.29,1.0,0.06,0.0,21.53
0000000077000000007400000000740000000074700000077407000070777070070700077770707077227777770777755555,3.29,1.0,0.06,0.0,21.3
0000000077000000007400000000740000000074700000077407000070777070070700077770707077227777770777755555,3.29,1.0,0.06,0.0,21.08
0000000077000000007400000000740000000074700000077407000070777070070700077770707077227777770777755555,3.29,1.0,0.06,0.0,21.51
0000000077000000007400000000740000000074700000077407000070777070070700077770707077227777770777755555,3.29,1.0,0.06,0.0,21.46
0000000077000000007400000000740000000074700000077407000070777070070700077770707077227777770777755555,3.29,1.0,0.06,0.0,21.52
0000000077000000007400000000740000000074700000077407070070777070070700077770707077227777770777755555,3.29,1.0,0.06,0.0,19.73
