board_state_100chars_code,best_field,best_prob,time_adv,time_mc
0000070000777777770075555570777777777073444470077377777070730070070077000700070000007070000070070000,"[0, 2]",0.413028413028413,16.05,0.7200000000000001
0010070000777777770075555570777777777073444470077377777070730070070077000700070000007070000070070000,"[0, 1]",0.6052207021166752,12.53,0.5333333333333333
0110070000777777770075555570777777777073444470077377777070730070070077000700070000007070000070070000,"[0, 0]",0.5,10.6,1.5633333333333332
3337070000777777770075555570777777777073444470077377777070730070070077000700070000007070000070070000,"[0, 8]",0.2378104875804967,1.29,0.9933333333333332
3337070070777777770075555570777777777073444470077377777070730070070077000700070000007070000070070000,"[8, 8]",0.2347616173808087,1.0,1.0933333333333335
0070070070770070077707070077570070070757700070075701000777570000074757700007477707000747000070074700,"[5, 3]",0.4728437861119866,24.02,3.9500000000000006
0070070070770070077707070077570070070757700070075701010777570000074757700007477707000747000070074700,"[4, 3]",0.5491001999555655,14.99,2.7133333333333334
0070070070770070077707070077570070070757700770075701010777570000074757700007477707000747000070074700,"[7, 3]",0.6660507514166051,7.95,2.12
0070070070770070077707070077570070070757700770075701010777570000074757700107477707000747000070074700,"[5, 2]",0.4888108008137599,4.93,2.263333333333333
4444700073777777777337555557733777777777370000000777070000700070000000070000000070700000000700070000,"[7, 3]",0.1827893809091394,3.45,1.9466666666666663
4444700073777777777337555557733777777777370000000777070000700070000000070700000070700000000700070000,"[9, 3]",0.1993594352572063,2.77,1.54
4444700073777777777337555557733777777777370000000777070000700070000000070700000070700000000701070000,"[9, 2]",0.3501639344262295,1.99,1.6766666666666667
4444700073777777777337555557733777777777370000000777070000700070000000070700000070700000000771070000,"[9, 4]",0.5010090817356205,1.74,1.1766666666666667
0000722772000077777200070000770070000700777777770777555557003777777700370000007037000000007700700000,"[8, 9]",0.2831329016342892,1.57,1.18
0000722772000077777200070000770070000700777777770777555557003777777700370000007037000000077700700000,"[9, 7]",0.300929112181693,1.17,1.0166666666666668
0000070000000007770000000727000000072777700007775707000007570007777757700733375707777777570722707777,"[0, 8]",0.3512535963830662,1.5,1.1
0000070010000007770000000727000000072777700007775707000007570007777757700733375707777777570722707777,"[0, 7]",0.6763398080973555,1.18,0.6233333333333333
0000070110000007770000000727000000072777700007775707000007570007777757700733375707777777570722707777,"[0, 6]",0.7273804820229158,1.11,0.56
0070070000700700000007007000000070000000700700000707000077777777777227555557777777777707007444477007,"[5, 4]",0.4399963623135686,9.94,2.316666666666667
0070070000700700000007007000000070000000700700000707007077777777777227555557777777777707007444477007,"[3, 5]",0.4348631004579558,5.82,2.41
0070070000700700000007007000000070070000700700000707007077777777777227555557777777777707007444477007,"[4, 6]",0.5706321839080459,3.22,1.39
0070070000700700000007007000000070070000700700700707007077777777777227555557777777777707007444477007,"[1, 6]",0.4330076295007362,1.51,3.56
0000700700000007007700000077740000007374777777737455555773747777777777707777000000727000000072700000,"[8, 1]",0.2125695552775741,1.86,1.4433333333333334
0000700700000007007700000077740000007374777777737455555773747777777777707777000007727000000072700000,"[9, 7]",0.2168173103259381,1.66,1.393333333333333
0000070000700000000007000000000070000000700000000707777770007744447777277777733327077777777707555557,"[0, 2]",0.2057133198106829,3.4,1.5599999999999998
0070070000700000000007000000000070000000700000000707777770007744447777277777733327077777777707555557,"[1, 3]",0.2360988660201258,2.71,1.36
0070070000700700000007000000000070000000700000000707777770007744447777277777733327077777777707555557,"[2, 4]",0.2369164643610458,2.2,1.393333333333333
0070070000700700000007007000000070000000700000000707777770007744447777277777733327077777777707555557,"[4, 3]",0.2692708876603734,1.64,1.4733333333333334
0070070000700700000007007000000070000000700700000707777770007744447777277777733327077777777707555557,"[3, 5]",0.2548711726500606,1.28,1.913333333333333
0000070000000000000000000000000000000070700000000707777777000755555777777777773744447777377777722737,"[2, 7]",0.180917135371819,4.7,2.283333333333333
0000070000000000000000000007000000000070700000000707777777000755555777777777773744447777377777722737,"[1, 6]",0.2029838060302406,3.83,1.7566666666666666
0000070000000000700000000007000000000070700000000707777777000755555777777777773744447777377777722737,"[0, 8]",0.2088513456627283,3.23,1.8533333333333333
0000070070000000700000000007000000000070700000000707777777000755555777777777773744447777377777722737,"[1, 9]",0.2633819304033202,2.5,1.6866666666666668
0000070070000000700100000007000000000070700000000707777777000755555777777777773744447777377777722737,"[2, 9]",0.4958922558922559,1.54,1.2933333333333332
0000070070000000700100000007070000000070700000000707777777000755555777777777773744447777377777722737,"[1, 8]",0.6227624899812985,1.24,1.0833333333333333
5555570700777777007700700070727700000772370000007737000777773700074444770007777700070007000070007000,"[8, 4]",0.2281744790036923,1.8,1.4233333333333331
0000074700000007470000000747000000074700700077777707000773707777007370333700737077777777770070755555,"[6, 4]",0.1922781700951796,2.6,1.586666666666667
0000074700000007470000000747000000074700700077777707000773707777707370333700737077777777770070755555,"[5, 3]",0.1964268744654566,1.93,1.5366666666666664
0000074700000007470000000747000000074700700077777707070773707777707370333700737077777777770070755555,"[4, 2]",0.2281220435193945,2.1,1.2233333333333334
0000074700000007470000000747000000074700701077777707070773707777707370333700737077777777770070755555,"[5, 2]",0.2783825816485225,1.19,1.4466666666666663
0000074700000007470000000747000000074700701077777707770773707777707370333700737077777777770070755555,"[4, 1]",0.3642241379310345,1.08,1.1833333333333331
0000700000000000000000000000777777000073333700007377770000737777770077744447070077777777770000755555,"[1, 1]",0.1706440159992809,4.38,1.7266666666666666
0000700000070000000000000000777777000073333700007377770000737777770077744447070077777777770000755555,"[1, 3]",0.1704779451609407,3.86,2.033333333333333
0000700000070100000000000000777777000073333700007377770000737777770077744447070077777777770000755555,"[0, 3]",0.2784488239033693,2.11,1.8766666666666667
0007700000070100000000000000777777000073333700007377770000737777770077744447070077777777770000755555,"[2, 3]",0.3555066079295154,1.81,1.5766666666666664
0007700000070100000000070000777777000073333700007377770000737777770077744447070077777777770000755555,"[1, 2]",0.5352016404647983,1.53,0.98
3337070000777700000070700000000700000000707000007707000000747777000074333700007477777777740755555777,"[3, 3]",0.193164861612515,4.5,1.7700000000000002
3337070000777700000070700000000707000000707000007707000000747777000074333700007477777777740755555777,"[2, 4]",0.2041522491349481,3.57,1.656666666666667
3337070000777700000070707000000707000000707000007707000000747777000074333700007477777777740755555777,"[4, 4]",0.1852323838080959,3.09,1.83
3337070000777700000070707000000707000000707010007707000000747777000074333700007477777777740755555777,"[4, 3]",0.2913800080938891,1.57,1.94
0000070757000007775700000747570000074757700007475700000747770000777707000073770007107370700007737007,"[9, 2]",0.4239326770936892,47.4,3.02
0000070757000007775700000747570000074757700007475700000747770777777707073773770007377370700737737007,"[8, 0]",0.1892304338347503,1.96,1.75
0000070000000000000000000000000000000000777700000773707777777370755555737777777777707777770070744447,"[2, 0]",0.22441807816584,96.56,3.31
0000070000000000000070000000000000000000777700000773707777777370755555737777777777707777770070744447,"[3, 1]",0.2768294867287165,76.18,2.606666666666667
0000070000000000000070000000000700000000777700000773707777777370755555737777777777707777770070744447,"[0, 1]",0.261485184845427,57.39,3.25
0100070000000000000070000000000700000000777700000773707777777370755555737777777777707777770070744447,"[0, 2]",0.4204599273798874,32.25,3.2133333333333334
0170070000000000000070000000000700000000777700000773707777777370755555737777777777707777770070744447,"[1, 1]",0.5623051545143618,25.15,2.556666666666666
0722700000077770000007227000007777700000570007000057077777005777333700570777770057000700107700700700,"[7, 8]",0.4658337189572729,1.46,1.1066666666666665
0722700000077770000007227000007777700000570007000057077777005777333700570777777057000700107700700700,"[8, 7]",0.8203869477331793,1.38,0.33
0722700000077770000007227000007777700000570007000057077777005777333700570777777057000701107700700700,"[8, 6]",0.7426877470355732,1.11,0.57
0000000077000000007500000000750000000775700077707500707370750700737077777773777772277772277777007777,"[3, 3]",0.3836818806289116,1.66,1.21
0000000077000000007500000000750001000775700077707500707370750700737077777773777772277772277777007777,"[4, 3]",0.4414163517008156,1.09,1.03
0000733370077777777707333700727777777072755555707777777770000007000700000000700000000000000000070000,"[8, 8]",0.2473764027904155,2.56,1.5233333333333334
0000733370077777777707333700727777777072755555707777777770000007000700000000700000000000700000070000,"[8, 4]",0.2682356734101717,1.9,1.17
0000733370077777777707333700727777777072755555707777777770000007000700000000700000007000700000070000,"[9, 2]",0.2900099129860117,1.43,0.9833333333333334
0000733370077777777707333700727777777072755555707777777770000007000700000000700000007000700070070000,"[6, 9]",0.3139931740614334,1.02,0.8366666666666668
0000700070000077700700007577000000757077700075707407007570747000757774077777707407270000770727000700,"[8, 5]",0.3294829748239606,14.77,1.7
0000700070000077700700007577000000757077700075707407007570747000757774077777707407270700770727000700,"[4, 7]",0.3263082179464125,10.09,2.053333333333333
0000700070000077700700007577000000757077700075717407007570747000757774077777707407270700770727000700,"[5, 7]",0.7846908409566846,8.53,0.77
0070070000070070000070070000000077700000777570000774757000007475700000747577777074757333777777777770,"[6, 9]",0.3028203635422731,40.46,2.6366666666666667
0070070000070070000070070000000077700000777570000774757000007475700007747577777074757333777777777770,"[5, 8]",0.3162734164060978,29.3,2.6700000000000004
0070070000070070000070070000000077700000777570000774757000707475700007747577777074757333777777777770,"[6, 7]",0.3594653277242502,21.3,2.5
0070070000070070000070070000000077700000777570000774757000707475700707747577777074757333777777777770,"[2, 5]",0.3278320374568335,14.55,3.0
0070070000070070000070070700000077700000777570000774757000707475700707747577777074757333777777777770,"[1, 6]",0.3538311217574936,10.23,2.6566666666666667
0070070000070070100070070700000077700000777570000774757000707475700707747577777074757333777777777770,"[0, 6]",0.3508818813468733,5.91,3.176666666666667
0070070000000000000070000000000007000000777070000775700777777577072774757007277475707777747577007074,"[1, 1]",0.38444092376263,31.26,2.0166666666666666
0070070000070000000070000000000007000000777070000775700777777577072774757007277475707777747577007074,"[1, 4]",0.3334899665730427,18.71,3.016666666666666
0070070000070010000070000000000007000000777070000775700777777577072774757007277475707777747577007074,"[2, 4]",0.4469849809459762,11.27,2.08
0070070000070010000070007000000007000000777070000775700777777577072774757007277475707777747577007074,"[1, 3]",0.5993398575482077,7.38,1.5933333333333335
0070070000070710000070007000000007000000777070000775700777777577072774757007277475707777747577007074,"[1, 5]",0.6087584911114323,5.18,3.043333333333333
0000700077000000777400000075740007007574777000757473700075777370007570737000777077777770000007227000,"[8, 9]",0.227060082556184,3.77,1.49
0000700077000000777400000075740007007574777000757473700075777370007570737000777077777770070007227000,"[9, 8]",0.2062186004193203,2.38,1.7033333333333331
0000700077000000777400000075740007007574777000757473700075777370007570737000777077777770070007227070,"[2, 5]",0.2107046745739061,1.87,1.46
0000700077000000777400000175740007007574777000757473700075777370007570737000777077777770070007227070,"[1, 5]",0.4600283822138127,1.02,0.91
0707555557700777777700700070007777770010744447000777777700003700000000370000000037700000077707000700,"[3, 7]",0.3630324847861489,35.06,2.5733333333333333
0707555557700777777700700070007777770710744447000777777700003700000000370000000037700000077707000700,"[2, 8]",0.4314068492229025,28.55,2.513333333333333
0707555557700777777700700070707777770710744447000777777700003700000000370000000037700000077707000700,"[3, 9]",0.5150869719559815,22.07,2.9133333333333336
0070700000770700000057777700005733370000577777000057070000005770777000770073700777777370704444737700,"[7, 7]",0.19439115739472,2.52,1.46
0070700000770700000057777700005733370000577777000057070000005770777000770073710777777370704444737700,"[8, 7]",0.3698308270676692,1.41,1.39
0070700000770700000057777700005733370000577777000057070000005770777000770073710777777377704444737700,"[7, 8]",0.5570469798657718,1.28,0.9366666666666666
7555557072777777707277770007777227000070777700000700001000000000700000007000000077777700007444470000,"[5, 3]",0.4812178726769474,1.06,1.086666666666667
0777770000075737000007573700007757370000475777000047570007774777000727470000072777000007770070000700,"[7, 4]",0.2050865635054389,2.62,1.5066666666666668
0777770000075737000007573700007757370000475777000047570007774777000727470070072777000007770070000700,"[8, 3]",0.2363734484619536,2.04,1.25
0777770000075737000007573700007757370000475777000047570007774777000727470070072777010007770070000700,"[8, 4]",0.3434442270058708,1.16,1.47
0777770000075737000007573700007757370000475777000047570007774777000727470070072777017007770070000700,"[9, 3]",0.4895678092399403,1.01,1.0333333333333334
7444470700777777007000737070077773700700577377007057777000005722700007577770000057000000007700000000,"[5, 6]",0.2407263767851439,1.86,1.32
7444470700777777007000737070077773700700577377007057777070005722700007577770000057000000007700000000,"[6, 7]",0.2209602788293972,1.36,1.4466666666666663
7444470700777777007000737070077773700700577377007057777070005722700707577770000057000000007700000000,"[7, 8]",0.2769978401727861,1.08,1.07
7770000700370000700037000000773700000074777777007455555707747777770074777000007722700070007770000700,"[9, 4]",0.2013865404125803,2.39,1.45
7770000700370000700037000000773700000074777777007455555707747777770074777000007722700070007770700700,"[7, 5]",0.2185475333474486,1.85,1.34
7770000700370000700037000000773700000074777777007455555707747777770074777007007722700070007770700700,"[8, 3]",0.2473718435027636,1.44,1.16
0733370700077777777770000072750000007275700000777500000707750000007075700007007707777007000722700700,"[5, 1]",0.3590682683855845,1.17,1.4
0777777700075555570007777777000070700070700707770707000737770070073774700007377400007777740007007074,"[1, 0]",0.4040364661428657,8.03,1.0066666666666666
0777777700775555570007777777000070700070700707770707000737770070073774700007377400007777740007007074,"[3, 6]",0.4078397826196346,5.39,1.1933333333333334
0000070000000000000000000000000007000000777077700775707370007570737000757073777775777777277572277727,"[3, 7]",0.2917034941959814,3.15,1.3
0000070000000000000000000000000007000700777077700775707370007570737000757073777775777777277572277727,"[2, 8]",0.2874672434590907,2.33,1.2266666666666666
0000070000000000000000000000700007000700777077700775707370007570737000757073777775777777277572277727,"[1, 6]",0.3084063047285464,1.72,1.06
0000070000000000700000000000700007000700777077700775707370007570737000757073777775777777277572277727,"[2, 4]",0.3508061112517937,1.24,1.2333333333333334
0700733370707777777707755555700077777770700007070700000070000077700070077270000770727000000077770000,"[5, 1]",0.4847085691589713,3.66,2.276666666666667
0700733370707777777707755555700077777770700007070701000070000077700070077270000770727000000077770000,"[5, 3]",0.4921642937621632,2.36,2.376666666666667
0700733370707777777707755555700077777770700007070701070070000077700070077270000770727000000077770000,"[4, 1]",0.6776926179911255,1.33,1.2733333333333332
0700733370707777777707755555700077777770710007070701070070000077700070077270000770727000000077770000,"[3, 1]",0.789440203562341,1.04,0.71
0070070000070000000070000000000000000010700007770707000737770070073772777777377255555777777777777700,"[3, 7]",0.4467689845379977,14.14,3.903333333333333
0070070000070000000070000000000000000710700007770707000737770070073772777777377255555777777777777700,"[2, 8]",0.6854884537893269,10.2,2.2
0070070000070000000070000000100000000710700007770707000737770070073772777777377255555777777777777700,"[1, 8]",0.7754344598725003,7.17,1.34
0070070000070000001070000000100000000710700007770707000737770070073772777777377255555777777777777700,"[0, 8]",0.5,3.82,5.083333333333333
7570737000757073700075707370007577777700757444477777777777370700000737000000073700000007777000070000,"[2, 8]",0.2037300326168771,2.51,1.46
7570737000757073700075707370707577777700757444477777777777370700000737000000073700000007777000070000,"[1, 7]",0.2074361936771347,2.11,1.46
0000000077000000007577700000757370000775737700007573700070757770070077700070070077777777007227333700,"[0, 3]",0.314127861089187,2.51,1.15
