board_state_100chars_code,best_field,best_prob,time_adv,time_mc,cnf_5,cnf_4,cnf_3,cnf_2
0777770000072270000077777000007770070000737770000773757000007375700001777570000100757700010075707000,"[9, 9]",0.5293807467949774,7.85,4.13,15.0,26.0,38.0,58.0
0777770000072270000077777000007770070000737770000773757000777375700074777570007400757700740075707074,"[7, 7]",0.2528792878042706,1.36,1.5233333333333334,14.0,24.0,37.0,58.0
0777770000072270000077777000007770070000737770000773757000777375700074777570077400757700740075707074,"[6, 6]",0.2714773768852596,1.05,1.4166666666666667,11.0,21.0,33.0,55.0
0000000075000000007500000000757777700075733370007577777000770700070000707770070000727777770072774444,"[5, 6]",0.190658890935134,3.2,1.8433333333333333,21.0,28.0,45.0,69.0
0000000075000000007500000000757777700075733370007577777070770700070000707770070000727777770072774444,"[6, 7]",0.2073193856266987,2.55,1.61,18.0,25.0,41.0,65.0
0000000075000000007500000000757777700075733370007577777070770700070700707770070000727777770072774444,"[4, 7]",0.20484809823778,2.06,1.6333333333333335,17.0,23.0,38.0,62.0
0000000075000000007500000000757777700075733370077577777070770700070700707770070000727777770072774444,"[8, 1]",0.2164059366225431,1.66,1.6866666666666668,15.0,21.0,35.0,59.0
0000000075000000007500000000757777700075733370077577777070770700070700707770070001727777770072774444,"[9, 1]",0.4928174235403151,1.09,1.1966666666666663,15.0,21.0,35.0,57.0
7707227000470777700047700007774700000737477700073777570007370757700777075700700007570000000757070000,"[3, 4]",0.2412668610109195,1.6,1.36,7.0,15.0,32.0,57.0
7707227000470777700047700007774700700737477700073777570007370757700777075700700007570000000757070000,"[5, 5]",0.2387991664495962,1.24,1.28,6.0,12.0,27.0,53.0
0700070077007000777500000073750007007375777000737573700077757370070077737700070077707000700070007000,"[2, 0]",0.4269371568029286,9.48,1.3333333333333333,7.0,11.0,30.0,59.0
0700070077007000777570000073750007007375777000737573700077757370070077737700070077707000700070007000,"[2, 4]",0.5375299441043385,5.83,1.0166666666666666,6.0,9.0,27.0,56.0
0700070077007000777570001073750007007375777000737573700077757370070077737700070077707000700070007000,"[3, 4]",0.5465874391350994,3.52,0.7966666666666667,4.0,6.0,20.0,45.0
0700070077007000777570001073750007107375777000737573700077757370070077737700070077707000700070007000,"[1, 4]",0.7072323720368413,1.86,0.3033333333333334,3.0,3.0,14.0,37.0
0700070077007010777570001073750007107375777000737573700077757370070077737700070077707000700070007000,"[0, 4]",0.6112297181895816,1.28,0.34,2.0,2.0,12.0,34.0
0075555570707777777007007470070000747070700074777700007473330000777777700000000707000007770007000722,"[7, 6]",0.2637770897832817,1.5,1.3266666666666669,13.0,21.0,35.0,58.0
0075555570707777777007007470070000747070700074777700007473330000777777700000700707000007770007000722,"[8, 5]",0.2615643397813288,1.14,1.46,10.0,18.0,31.0,55.0
0000733370000077777700070000740000700074777777007455555700747777770077000777770000073337000007777700,"[8, 1]",0.2011890931456297,2.54,1.4833333333333334,2.0,11.0,30.0,57.0
0000733370000077777700070000740000700074777777007455555700747777770077000777770007073337000007777700,"[8, 9]",0.2014714689023868,2.06,1.4666666666666666,2.0,11.0,28.0,53.0
0000733370000077777700070000740000700074777777007455555700747777770077000777770007073337070007777700,"[3, 6]",0.2000214270409256,1.71,1.4433333333333334,2.0,11.0,27.0,50.0
0000733370000077777700070000740000707074777777007455555700747777770077000777770007073337070007777700,"[2, 5]",0.2353019954466318,1.38,1.1733333333333331,1.0,9.0,24.0,46.0
0000070074000000007400000000740000000774700000707700070007770777777722775555577707777777070007333700,"[1, 6]",0.2160312268066742,2.99,1.653333333333333,21.0,33.0,49.0,70.0
0000070074000000707400000000740000000774700000707700070007770777777722775555577707777777070007333700,"[2, 5]",0.2066970546984572,2.37,1.8533333333333333,19.0,30.0,45.0,66.0
0000070074000000707400000700740000000774700000707700070007770777777722775555577707777777070007333700,"[3, 4]",0.2242651933701657,1.89,1.6366666666666667,15.0,25.0,40.0,62.0
0000070074000000707400000700740000700774700000707700070007770777777722775555577707777777070007333700,"[5, 5]",0.2332630619337929,1.48,1.4966666666666668,10.0,19.0,34.0,58.0
0000070074000000707400000700740000700774700000707700070707770777777722775555577707777777070007333700,"[1, 4]",0.2331871888236605,1.2,1.663333333333333,10.0,19.0,32.0,55.0
0000074444000007777700000077770000707227700007777700000757770000075773000007577300000757730000075777,"[2, 3]",0.1793259483442541,5.4,2.103333333333333,30.0,46.0,63.0,81.0
0000074444000007777700070077770000707227700007777700000757770000075773000007577300000757730000075777,"[1, 2]",0.1860186179735052,4.43,2.036666666666666,25.0,40.0,57.0,77.0
0000074444007007777700070077770000707227700007777700000757770000075773000007577300000757730000075777,"[3, 1]",0.195957685456025,3.57,1.78,22.0,36.0,52.0,73.0
0000074444007007777700070077770100707227700007777700000757770000075773000007577300000757730000075777,"[3, 2]",0.3441077441077441,1.59,1.65,18.0,30.0,42.0,61.0
0000074444007007777700070077770170707227700007777700000757770000075773000007577300000757730000075777,"[2, 1]",0.486652977412731,1.33,1.2066666666666666,18.0,29.0,40.0,60.0
0000074444007007777707070077770170707227700007777700000757770000075773000007577300000757730000075777,"[4, 1]",0.565,1.11,1.3533333333333333,15.0,26.0,38.0,59.0
0070070700770070007047777070074775700700477570707047757700077775700000377570000037777000003770070000,"[3, 5]",0.3870441380435669,17.32,1.5433333333333337,7.0,16.0,28.0,54.0
0070070700770070007047777070074775770700477570707047757700077775700000377570000037777000003770070000,"[1, 6]",0.3456896934202937,11.38,2.1700000000000004,7.0,15.0,26.0,51.0
0070070700770070707047777070074775770700477570707047757700077775700000377570000037777000003770070000,"[5, 7]",0.3187319884726224,7.94,2.8366666666666664,7.0,15.0,25.0,48.0
0070070700770070707047777070074775770700477570707047757707077775700000377570000037777000003770070000,"[6, 6]",0.3741913008858366,5.6,2.1266666666666665,5.0,13.0,22.0,44.0
0070070700770070707047777070074775770700477570707047757707077775701000377570000037777000003770070000,"[7, 6]",0.3600212794254555,2.99,2.0733333333333337,4.0,10.0,14.0,35.0
0070070700770070707047777070074775770700477570707047757707077775701000377570100037777000003770070000,"[5, 6]",0.5655270655270656,1.35,0.9133333333333334,2.0,6.0,9.0,27.0
0000077700000007470077777747005555574700777777470700000777000000000070070000070070777770070073337070,"[6, 0]",0.2588141918235491,45.44,1.7766666666666666,10.0,17.0,29.0,60.0
0000077700000007470077777747005555574700777777470700000777001000000070070000070070777770070073337070,"[5, 0]",0.467028927027851,28.69,1.5166666666666666,8.0,14.0,26.0,56.0
0000077700000007470077777747005555574700777777470737000777003700000070370000070077777770070073337070,"[6, 3]",0.1837990258907972,2.06,1.5333333333333332,7.0,13.0,24.0,52.0
0000077700000007470077777747005555574700777777470737000777003701000070370000070077777770070073337070,"[5, 3]",0.2612738261273826,1.09,1.6133333333333333,6.0,10.0,17.0,42.0
5772777700577277370757777737705700073707570007777077070000100070000007070070000070070000000070070000,"[5, 7]",0.6679959616355376,3.58,1.356666666666667,7.0,14.0,28.0,55.0
5772777700577277370757777737705700073707570007777077070001100070000007070070000070070000000070070000,"[5, 6]",0.8299096138044372,2.27,0.4033333333333333,5.0,10.0,23.0,49.0
5772777700577277370757777737705700073707570007777077070011100070000007070070000070070000000070070000,"[5, 9]",0.6384418007930954,1.6,1.0566666666666666,5.0,9.0,19.0,44.0
4770070000470700000047000100004700070000777770777773337073707777707370700007737000007077770007007000,"[2, 6]",1.0,2.36,0.0633333333333333,4.0,10.0,25.0,49.0
4770070000470700000047000110004700070000777770777773337073707777707370700007737000007077770007007000,"[2, 4]",0.7354641278476709,2.36,0.28,4.0,8.0,19.0,41.0
5555570000777777000700707777707700733370277777777727744447007777777700007000000007000000000007000000,"[0, 8]",0.2435226628002269,1.26,1.2933333333333332,11.0,17.0,30.0,55.0
5555570000777777000000070010707777770000744447700777777700007707000070370007000037007000073707007000,"[2, 5]",0.3864415612913843,30.5,1.7666666666666666,2.0,13.0,30.0,54.0
5555570000777777000000070710707777770000744447700777777700007707000070370007000037007000073707007000,"[1, 6]",0.540492210027494,24.39,1.25,2.0,12.0,28.0,53.0
5555570000777777100000070710707777770000744447700777777700007707000070370007000037007000073707007000,"[0, 6]",0.5304769714363811,16.32,2.45,2.0,11.0,26.0,49.0
5555577700777777370000070737707777773700744447770777777700007707000070370007000037007000073707007000,"[1, 9]",0.2349003056323679,1.3,1.22,1.0,9.0,23.0,46.0
0000700000000000000000000000007777000077375707777437570722743757077774775707077407577070770777070700,"[5, 4]",0.2453402448439395,1.56,1.54,16.0,25.0,40.0,57.0
0000700000000000000000000000007777000077375707777437577722743757077774775707077407577070770777070700,"[0, 1]",0.22725611983924,1.23,1.6933333333333334,13.0,22.0,37.0,55.0
0000077777000077333700000777770007777777700727472200072747770007774700000007470000000777000000700070,"[2, 2]",0.3689766907076408,1.17,1.26,17.0,28.0,46.0,69.0
0000733370000077777070077777770700744447700077777700700000000700000000700700000000707777770700755555,"[1, 2]",0.2821468341032623,41.52,1.9666666666666668,10.0,17.0,32.0,62.0
0000733370007077777070077777770700744447700077777700700000000700000000700700000000707777770700755555,"[0, 1]",0.3635463062509599,29.05,1.4566666666666668,9.0,14.0,28.0,58.0
0100733370007077777070077777770700744447700077777700700000000700000000700700000000707777770700755555,"[0, 2]",0.510973574702689,20.56,1.356666666666667,9.0,14.0,28.0,54.0
0170733370007077777070077777770700744447700077777700700000000700000000700700000000707777770700755555,"[1, 1]",0.6025225692194721,15.36,1.6233333333333333,9.0,13.0,26.0,53.0
0000070010000000777000000075770000007570700000757700000075730700007573707777777307744447770077777700,"[0, 7]",0.6812148590719759,47.98,1.1566666666666665,23.0,37.0,51.0,68.0
0000070722000000777700000075770000007570700000757700000075730700007573707777777307744447770077777700,"[5, 2]",0.2185440554645537,2.23,1.8500000000000003,23.0,36.0,49.0,66.0
0000070722000000777700000075770000007570700000757700700075730700007573707777777307744447770077777700,"[6, 3]",0.2337915569854733,1.77,1.7566666666666666,19.0,31.0,44.0,62.0
0000070722000000777700000075770000007570700000757700700075730707007573707777777307744447770077777700,"[5, 5]",0.2337447512406158,1.38,1.7966666666666666,18.0,29.0,41.0,59.0
0007000700777700700033377000777777070075777770077544447000757777700075707000007507007000770007000700,"[0, 5]",0.3332736144337067,21.93,1.4533333333333331,7.0,11.0,26.0,53.0
0007070700777700700033377000777777070075777770077544447000757777700075707000007507007000770007000700,"[0, 1]",0.3592191575120524,14.67,1.47,7.0,11.0,24.0,50.0
0707070700777700700033377000777777070075777770077544447000757777700075707000007507007000770007000700,"[7, 5]",0.3399195836108439,10.42,1.913333333333333,7.0,11.0,23.0,48.0
0707070700777700700033377000777777070075777770077544447000757777700075707007007507007000770007000700,"[9, 0]",0.3593183601778841,6.89,1.64,4.0,6.0,17.0,44.0
0707070700777700700033377000777777070075777770077544447000757777700075707007007507007000777007000700,"[9, 5]",0.3465935604293047,4.87,2.083333333333333,4.0,6.0,16.0,42.0
0707070700777700700033377000777777070075777770077544447000757777700075707007007507007000777007070700,"[8, 6]",0.5214247455811463,3.44,1.16,4.0,6.0,15.0,39.0
0707070700777700700033377000777777070075777770077544447000757777700075707007007507007010777007070700,"[8, 5]",0.3610683102208526,2.48,2.546666666666667,3.0,4.0,12.0,35.0
0070070000070170000070710700070700007770770000727757000072745700007774577007007457007007745707007077,"[0, 3]",0.6344722446417361,5.01,1.5033333333333332,4.0,12.0,25.0,48.0
5700010000570700000057007770005700727000570072700077777770000722700700077777700070733370000077777000,"[0, 4]",0.707199226928652,1.3,0.4266666666666667,19.0,23.0,37.0,61.0
5700110000570700000057007770005700727000570072700077777770000722700700077777700070733370000077777000,"[0, 3]",0.6455416359616801,1.11,0.6633333333333334,18.0,22.0,36.0,58.0
5555570700777777700000733370007777777000747000000774707000007477000000747007000077707000070707007000,"[4, 5]",0.2984154668470103,41.44,2.523333333333333,17.0,26.0,41.0,64.0
5555570700777777700000733370007777777000747007000774707000007477000000747007000077707000070707007000,"[9, 8]",0.3037526212541432,29.17,2.5866666666666664,15.0,23.0,37.0,61.0
5555570700777777700000733370007777777000747007000774707000007477000000747007000077707000070707007070,"[8, 7]",0.3403893564566862,21.74,2.333333333333333,14.0,22.0,35.0,58.0
5555570700777777700000733370007777777000747007000774707000007477000000747007000077707001070707007070,"[8, 6]",0.3845440274011703,12.49,2.57,10.0,16.0,28.0,49.0
5555570700777777700000733370007777777000747007000774707000007477000000747007000077707071070707007070,"[9, 7]",0.484927536231884,9.63,2.14,10.0,15.0,26.0,48.0
5555570700777777700000733370007777777000747007000774707000007477000000747007000077707071070707007770,"[8, 8]",0.5208778840742825,7.72,3.123333333333333,9.0,14.0,25.0,47.0
0075770000007570000000757000000775700000707570000700777077770007777374000737737400073773740007377774,"[2, 0]",0.1784157154754323,3.47,1.6966666666666663,10.0,24.0,43.0,66.0
0075770000007570000070757000000775700000707570000700777077770007777374000737737400073773740007377774,"[1, 1]",0.2132252101842466,2.95,1.39,10.0,23.0,41.0,63.0
0075770000077570000070757000000775700000707570000700777077770007777374000737737400073773740007377774,"[6, 1]",0.1943160287987874,2.41,1.616666666666667,10.0,23.0,40.0,60.0
0075770000077570000070757000000775700000707570000700777077770707777374000737737400073773740007377774,"[8, 1]",0.1968770576615558,1.97,1.5666666666666669,8.0,20.0,36.0,56.0
0075770000077570000070757000000775700000707570000700777077770707777374000737737407073773740007377774,"[7, 2]",0.2208948231435933,1.6,1.4233333333333331,8.0,20.0,34.0,52.0
0075770000077570000070757000000775700000707570000700777077770707777374007737737407073773740007377774,"[7, 0]",0.2471437161755862,1.31,1.2833333333333332,8.0,19.0,31.0,49.0
0744447000077777700070007000007777000000333700000077770000700070070710070070700770777777700075555570,"[6, 9]",0.5219507714915503,18.38,2.7533333333333334,9.0,18.0,31.0,55.0
0757370700075737007707573700730757770073775700707307770077770000007470000000747000000074700000077470,"[1, 6]",0.1884451878179664,2.56,1.5466666666666669,11.0,25.0,39.0,59.0
0757370700075737707707573700730757770073775700707307770077770000007470000000747000000074700000077470,"[2, 7]",0.2155431515671962,2.18,1.3766666666666667,11.0,24.0,37.0,56.0
0757370700075737707707573707730757770073775700707307770077770000007470000000747000000074700000077470,"[6, 0]",0.19584017515052,1.72,1.5666666666666669,11.0,23.0,35.0,53.0
0757370700075737707707573707730757770073775700707307770077777000007470000000747000000074700000077470,"[1, 0]",0.1998366457936292,1.46,1.5333333333333332,9.0,20.0,32.0,50.0
0757370700775737707707573707730757770073775700707307770077777000007470000000747000000074700000077470,"[7, 9]",0.2198026539639333,1.21,1.4466666666666663,9.0,19.0,30.0,48.0
0757370700775737707707573707730757770073775700707307770077777000007470000000747700000074700000077470,"[3, 7]",0.2315743567378979,1.0,1.3833333333333335,9.0,18.0,28.0,46.0
7444470000777777000007770777770727073337772777777707775700000007570000000757000000075700000007577000,"[7, 0]",0.2159458143344105,1.75,1.4833333333333332,4.0,17.0,35.0,59.0
0000070000000777777700075555570707777777700070070700700700000007007000000070070077777777774444773337,"[0, 7]",0.3307469342251951,29.15,1.23,2.0,10.0,26.0,54.0
0000070100000777777700075555570707777777700070070700700700000007007000000070070077777777774444773337,"[0, 8]",0.7207990652105524,23.15,0.5633333333333334,2.0,10.0,26.0,53.0
0000077227000777777700075555570707777777700070070700700700000007007000000070070077777777774444773337,"[5, 8]",0.3138832997987927,1.02,0.9566666666666668,2.0,9.0,24.0,51.0
0070070007007777777077755555702277777770777007700700070007000000700070007007000077777000077333707000,"[6, 1]",0.5351284432064376,1.24,1.086666666666667,0.0,5.0,20.0,51.0
0777700000072270000077777000005737000000573700000057370000705777070007570070070077777770700744447000,"[5, 6]",0.1992124459363501,2.58,1.7833333333333332,19.0,31.0,46.0,67.0
0777700000072270000077777000005737000000573700000057370070705777070007570070070077777770700744447000,"[4, 7]",0.2303506650544135,2.06,1.51,16.0,27.0,41.0,63.0
0777700000072270000077777000005737000000573700010057370070705777070007570070070077777770700744447000,"[4, 8]",0.326159230096238,1.04,1.5166666666666666,12.0,19.0,31.0,51.0
0000757000000775700000707577707700757477270075747027007774707777007470073700777007370000000737000000,"[0, 1]",0.2165808543096872,1.57,1.3766666666666667,6.0,13.0,28.0,55.0
0700757000000775700000707577707700757477270075747027007774707777007470073700777007370000000737000000,"[1, 0]",0.2357451469603846,1.24,1.2633333333333334,6.0,12.0,25.0,52.0
0700757000700775700000707577707700757477270075747027007774707777007470073700777007370000000737000000,"[6, 9]",0.2516920136953579,1.02,1.1966666666666663,6.0,12.0,23.0,49.0
7444470727777777072777007777772770755555270077777777070000070070000000070000000000000000000000070000,"[8, 0]",0.2646221040638055,1.81,1.4566666666666663,19.0,33.0,49.0,71.0
7444470727777777072777007777772770755555270077777777070000070070000000070000000010000000000000070000,"[7, 0]",0.6706135629709364,1.1,0.5466666666666667,17.0,30.0,46.0,66.0
0777700000072700000007270000007777100000370017000737000070003777770000777227000000777777770070755555,"[2, 4]",0.8023388476896749,1.1,0.3833333333333333,13.0,24.0,38.0,58.0
0000700000000000000000000000000777777777775555577377777777737370000073737000007773777700007772270700,"[6, 6]",0.2599000384467512,2.8,1.38,15.0,24.0,42.0,67.0
0000700000000000000000000000000777777777775555577377777777737370007073737000007773777700007772270700,"[2, 3]",0.2537291280148423,2.29,1.3833333333333335,14.0,21.0,39.0,64.0
0000700000000000000000070000000777777777775555577377777777737370007073737000007773777700007772270700,"[7, 4]",0.27118138424821,1.71,1.3133333333333337,10.0,17.0,35.0,61.0
0000700000000000000000070000000777777777775555577377777777737370007073737070007773777700007772270700,"[1, 3]",0.2893982808022922,1.38,1.18,9.0,15.0,33.0,58.0
0000700000000700000000070000000777777777775555577377777777737370007073737070007773777700007772270700,"[0, 0]",0.3394777265745007,1.07,0.9566666666666668,5.0,11.0,30.0,55.0
0077555557000777777777000000004700000000470000000747000077774700007333770007777707777070700722700700,"[3, 8]",0.2146999776935088,2.18,1.82,19.0,28.0,42.0,65.0
0077555557000777777777000000004700000070470000000747000077774700007333770007777707777070700722700700,"[2, 7]",0.2544146191355395,1.77,1.3866666666666667,17.0,26.0,39.0,61.0
0077555557000777777777000001004700000070470000000747000077774700007333770007777707777070700722700700,"[2, 8]",0.4590621510978787,1.04,1.04,14.0,23.0,35.0,54.0
0070000000777700000057370000005737000000573777777057772273705777777370777270737000727077700077700000,"[3, 9]",0.2505197505197505,1.05,1.0033333333333332,16.0,27.0,39.0,56.0
0000707770000007757000070075707700707570377000757737000075703700077777770707444400007777770070733370,"[8, 1]",0.2157974300831443,1.56,1.3733333333333333,1.0,11.0,26.0,49.0
0000707770000007757000070075707700707570377000757737000075703700077777770707444407007777770070733370,"[9, 0]",0.2102811244979919,1.25,1.43,1.0,10.0,24.0,46.0
0000707770000007757000070075707700707570377000757737000075703700077777770707444407007777771070733370,"[8, 0]",0.5286478227654698,1.06,0.9133333333333334,1.0,10.0,24.0,46.0
0000070000000000000070000000000777777000774444700777777770002700700077270700077377777700735555577073,"[1, 1]",0.1999812810033382,2.61,1.62,17.0,24.0,41.0,66.0
0000070000070000000070000000000777777000774444700777777770002700700077270700077377777700735555577073,"[0, 2]",0.2390515930273369,2.08,1.4066666666666665,15.0,22.0,38.0,62.0
0070070000070000000070000000000777777000774444700777777770002700700077270700077377777700735555577073,"[2, 3]",0.2395838671654794,1.62,1.3966666666666665,14.0,20.0,34.0,59.0
0070070000070000000070070000000777777000774444700777777770002700700077270700077377777700735555577073,"[1, 4]",0.3023992451812913,1.25,1.0766666666666669,11.0,17.0,30.0,56.0
5555570700777777007033370070077777770700227470100077747000000074700000707470000000777000000700070000,"[4, 7]",0.3524686192468619,1.19,1.5566666666666666,13.0,22.0,33.0,57.0
5555570700777777007033370070077777770700227470170077747000000074700000707470000000777000000700070000,"[5, 6]",0.5239079865598346,1.02,0.9933333333333336,12.0,20.0,31.0,56.0
0077770000007370000001737000000173707000707770077700000007570700000757007000075770077777570707333757,"[1, 1]",0.721050835892187,20.98,1.0433333333333332,11.0,23.0,38.0,60.0
0077770000017370000001737000000173707000707770077700000007570700000757007000075770077777570707333757,"[0, 1]",0.5946815557868836,16.82,2.1533333333333333,11.0,22.0,37.0,58.0
7477770000747370000074737000007473707000777770077700000007570700000757007000075770077777570707333757,"[1, 6]",0.187221514958625,2.36,1.663333333333333,9.0,20.0,36.0,58.0
7477770000747370700074737000007473707000777770077700000007570700000757007000075770077777570707333757,"[2, 5]",0.2201664219285364,1.91,1.37,8.0,18.0,33.0,54.0
7477770000747370700074737700007473707000777770077700000007570700000757007000075770077777570707333757,"[2, 7]",0.210896309314587,1.55,1.47,5.0,15.0,30.0,51.0
0070070070000110070000007777770000755555700077777700007477000000747070000074777700007472700007777270,"[1, 5]",0.5666575914329794,11.11,2.77,15.0,25.0,36.0,57.0
0077777070007333770000777777770000755555700077777700007477000000747070000074777700007472700007777270,"[3, 1]",0.2702594490711082,1.06,1.38,12.0,22.0,34.0,54.0
0727070000072701110007777777770700744447700077777700007000000007000070007007000077777000077333707000,"[1, 8]",1.0,3.11,0.0666666666666666,4.0,14.0,30.0,53.0
0727070000072701111007777777770700744447700077777700007000000007000070007007000077777000077333707000,"[1, 4]",0.5,3.02,0.9533333333333336,4.0,13.0,29.0,52.0
0727777777072775555507777777770700744447700077777700007000000007000070007007000077777000077333707000,"[1, 0]",0.2549943883277216,1.11,1.2433333333333334,2.0,12.0,29.0,52.0
0777777007773337007077777707004444707077777770077500000070750000000775000000007500000000750000700077,"[4, 5]",0.2952132012438745,50.54,2.526666666666667,20.0,32.0,46.0,67.0
0777777007773337007077777707004444707077777777077500000070750000000775000000007500000000750000700077,"[9, 1]",0.2527405727711715,37.69,3.39,18.0,30.0,44.0,64.0
0777777007773337007077777707004444707077777777077500000070750000000775000000007500000000750100700077,"[9, 2]",0.5070803156415523,19.23,2.1566666666666667,13.0,22.0,36.0,55.0
0777777007773337007077777707004444707077777777077500000070750000000775000000007500000000750110700077,"[9, 0]",0.5267306995288148,12.75,4.016666666666667,10.0,18.0,32.0,50.0
0777777007773337007077777707004444707077777777077500000070750000000775000000007577770000753337700077,"[2, 9]",0.2258730431790813,1.23,1.4733333333333334,10.0,17.0,30.0,49.0
0000070000777000000074700000007470000000747777777774722733377777777777000075555500007777770007007000,"[8, 2]",0.2129013118860834,2.34,1.6366666666666667,10.0,23.0,42.0,63.0
0000070000777000000074700000007470000000747777777774722733377777777777000075555500707777770007007000,"[7, 1]",0.2379077850831274,1.86,1.3533333333333335,10.0,22.0,39.0,59.0
0000070000777000000074700000007470000000747777777774722733377777777777010075555500707777770007007000,"[7, 2]",0.4895264918148213,1.1,0.99,10.0,22.0,38.0,54.0
7777770000277270000027727007007777700070770700000757000000005700000000577000007057077777075707333700,"[1, 6]",0.3229588804236235,2.03,1.41,19.0,30.0,47.0,70.0
7777770000277270700027727007007777700070770700000757000000005700000000577000007057077777075707333700,"[0, 9]",0.3209098164405427,1.61,1.5333333333333332,16.0,26.0,43.0,66.0
7777770007277270700027727007007777700070770700000757000000005700000000577000007057077777075707333700,"[4, 5]",0.3562110706310964,1.27,1.5233333333333334,16.0,24.0,41.0,64.0
0070000700070000700070100000770700000074700000007400000077740000007374777777737755555773707777777770,"[2, 3]",0.3078219659957006,39.29,3.88,17.0,26.0,40.0,62.0
0070000700070000700070170000770700000074700000007400000077740000007374777777737755555773707777777770,"[3, 2]",0.4435503793894477,33.67,2.95,15.0,24.0,38.0,61.0
0070000700070000700070170000770710000074700000007400000077740000007374777777737755555773707777777770,"[1, 2]",0.5758150113722517,19.55,3.533333333333333,12.0,21.0,32.0,53.0
0073337075007777777500000072750000007275700000777507000000770070000070700700070707777770700744447007,"[2, 1]",0.2510491767997417,1.69,1.4800000000000002,14.0,25.0,38.0,61.0
0073337075007777777507000072750000007275700000777507000000770070000070700700070707777770700744447007,"[1, 0]",0.275,1.26,1.33,11.0,21.0,33.0,57.0
0000070000000000000000000000000000000000777777700777572270704757777000475707777747577073334757007777,"[3, 7]",0.1980462571074344,3.75,1.83,23.0,37.0,53.0,73.0
0000070000000000000000000000000000000700777777700777572270704757777000475707777747577073334757007777,"[2, 8]",0.2064397473145507,3.0,1.71,17.0,30.0,47.0,69.0
0000070000000000000000000000700000000700777777700777572270704757777000475707777747577073334757007777,"[1, 9]",0.2129181781539701,2.41,1.5766666666666669,14.0,26.0,42.0,65.0
0000070000000000000700000000700000000700777777700777572270704757777000475707777747577073334757007777,"[1, 6]",0.2237442922374429,1.91,1.61,13.0,24.0,39.0,62.0
0000070000000000700700000000700000000700777777700777572270704757777000475707777747577073334757007777,"[0, 7]",0.2744914788345244,1.49,1.18,10.0,20.0,34.0,58.0
0000070700000000700700000000700000000700777777700777572270704757777000475707777747577073334757007777,"[6, 7]",0.2386906115026142,1.13,1.47,10.0,19.0,31.0,55.0
0000007570000000757000000075770000007572700070757200070777770070073337000077777700070777770070074444,"[7, 1]",0.229734484531897,3.02,1.54,19.0,31.0,46.0,70.0
0000007570000000757000000075770000007572700070757200070777770070073337070077777700070777770070074444,"[8, 0]",0.2368319336589479,2.32,1.4799999999999998,16.0,27.0,41.0,66.0
0000007570000000757000000075770000007572700070757200070777770070073337070077777770070777770070074444,"[5, 1]",0.2292462820571849,1.82,1.5566666666666666,15.0,25.0,38.0,63.0
0070070000007010000077701000002277000000777070000700777777707775555570227777777077707007070007007000,"[0, 4]",0.7411648568608095,1.24,1.0833333333333333,3.0,13.0,26.0,46.0
0074444777007777773707000007370070000737700700077700007777000000722700777777770055555700007777770000,"[5, 1]",0.2634862790569267,1.4,1.1466666666666667,3.0,13.0,28.0,56.0
0074444777007777773707000007370070000737700700077707007777000000722700777777770055555700007777770000,"[6, 2]",0.2959742109603419,1.06,0.9633333333333332,3.0,11.0,24.0,52.0
0000077270000000727000007077770000070070700007770700007757000007075770007007570777777757704444775700,"[5, 1]",0.3463795305764011,9.4,3.2266666666666666,13.0,23.0,35.0,60.0
0000077270000000727000007077770000070070700007770701007757000007075770007007570777777757704444775700,"[6, 1]",0.4330740420628061,4.46,2.4033333333333333,9.0,18.0,27.0,48.0
0000077270000000727000007077770000070070700007770701007757000707075770007007570777777757704444775700,"[5, 2]",0.7244638682792967,2.91,0.8700000000000001,7.0,16.0,25.0,47.0
0000077270000000727000007077770000070070700007770701107757000707075770007007570777777757704444775700,"[5, 0]",0.5484019668100799,2.08,1.8066666666666664,4.0,13.0,22.0,42.0
7777770000555557000077777700003337077777777707444400070777770000700700000000707000000700070000700700,"[4, 4]",0.2440262025357592,47.35,2.27,6.0,17.0,35.0,63.0
7777770000555557000077777700003337077777777777444400070777770000700700000000707000000700070000700700,"[8, 7]",0.2573693777788695,36.85,2.273333333333333,6.0,17.0,34.0,61.0
7777770000555557000077777700003337077777777777444400070777770000700700000000707000000707070000700700,"[7, 3]",0.2586271056091692,27.66,2.3966666666666665,6.0,17.0,33.0,58.0
7777770000555557000077777700003337077777777777444400070777770000700700000700707000000707070000700700,"[6, 2]",0.3002387007540267,20.65,1.92,4.0,13.0,28.0,54.0
7777770000555557000077777700003337077777777777444400070777770070700700000700707000000707070000700700,"[5, 1]",0.3342153502829361,14.81,1.5633333333333332,3.0,10.0,24.0,50.0
7777770000555557000077777700003337077777777777444407070777770070700700000700707000000707070000700700,"[7, 0]",0.3420561195173338,10.37,1.6866666666666663,2.0,9.0,22.0,47.0
7777770000555557000077777700003337077777777777444407070777770070700700100700707000000707070000700700,"[6, 0]",0.5036746692797648,5.87,1.0466666666666669,1.0,6.0,18.0,38.0
7777770000555557000077777700003337077777777777444407070777771070700700100700707000000707070000700700,"[5, 0]",0.5542521994134897,4.07,1.63,1.0,6.0,16.0,36.0
0070000700007770007077747000072774770000277470000777747000000077770000077777770007555557000777777700,"[8, 0]",0.4449371679966302,13.67,1.4566666666666668,11.0,22.0,35.0,59.0
